dataset,classifier,metric,author,fold,value
car.csv,svm,acc,romulo-jordao,v12,0.976878612716763
car.csv,naive_bayes,f1,romulo-jordao,v12,0.7150118783787169
car.csv,naive_bayes,acc,romulo-jordao,v12,0.7774566473988439
car.csv,knn,f1,romulo-jordao,v12,0.5326239399869537
car.csv,knn,acc,romulo-jordao,v12,0.8554913294797688
car.csv,decision_tree,f1,romulo-jordao,v12,0.9490592404228768
car.csv,decision_tree,acc,romulo-jordao,v12,0.9797687861271676
mushroom,perceptron,f1,thalles--barros,v12,0.9587847836357318
mushroom,svm,acc,thalles--barros,v12,1.0
mushroom,svm,f1,thalles--barros,v12,1.0
mushroom,naive_bayes,acc,thalles--barros,v12,0.5443349753694581
mushroom,naive_bayes,f1,thalles--barros,v12,0.4818391914732158
mushroom,decision_tree,acc,thalles--barros,v12,1.0
mushroom,decision_tree,f1,thalles--barros,v12,1.0
mushroom,knn,acc,thalles--barros,v12,0.999384236453202
mushroom,knn,f1,thalles--barros,v12,0.9984713150361793
agaricus-lepiota,perceptron,f1,vitor--garcia,v12,0.7853793537227769
agaricus-lepiota,perceptron,acc,vitor--garcia,v12,0.7854609929078015
agaricus-lepiota,svm,f1,vitor--garcia,v12,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v12,1.0
agaricus-lepiota,naive_bayes,f1,vitor--garcia,v12,0.5878574931424907
agaricus-lepiota,naive_bayes,acc,vitor--garcia,v12,0.699468085106383
agaricus-lepiota,decision_tree,f1,vitor--garcia,v12,1.0
agaricus-lepiota,decision_tree,acc,vitor--garcia,v12,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v12,0.9990625116874374
agaricus-lepiota,knn,acc,vitor--garcia,v12,0.999113475177305
Car Evaluation,perceptron,f1,vitor-oliveira,v12,0.782608695652174
Car Evaluation,svm,acc,vitor-oliveira,v12,0.8815028901734104
Car Evaluation,svm,f1,vitor-oliveira,v12,0.75
Car Evaluation,naive_bayes,acc,vitor-oliveira,v12,0.7716763005780347
Car Evaluation,naive_bayes,f1,vitor-oliveira,v12,0.6301369863013699
Car Evaluation,decision_tree,acc,vitor-oliveira,v12,0.9826589595375722
Car Evaluation,decision_tree,f1,vitor-oliveira,v12,0.9746835443037974
Car Evaluation,knn,acc,vitor-oliveira,v12,0.9190751445086706
Car Evaluation,knn,f1,vitor-oliveira,v12,0.9183673469387756
bank,perceptron,f1,ana--beatriz,v13,0.5764716537174724
bank,perceptron,acc,ana--beatriz,v13,0.702433628318584
bank,svm,f1,ana--beatriz,v13,0.4716540035067212
bank,svm,acc,ana--beatriz,v13,0.8926991150442478
bank,naive_bayes,f1,ana--beatriz,v13,0.6308470290771175
bank,naive_bayes,acc,ana--beatriz,v13,0.838495575221239
bank,decision_tree,f1,ana--beatriz,v13,0.6915795586527294
bank,decision_tree,acc,ana--beatriz,v13,0.8960176991150443
bank,knn,f1,ana--beatriz,v13,0.5336084905660378
bank,knn,acc,ana--beatriz,v13,0.8915929203539823
glass_identification,perceptron,acc,andrey--jodar,v13,0.5
glass_identification,svm,f1,andrey--jodar,v13,0.2249683830171635
glass_identification,svm,acc,andrey--jodar,v13,0.4285714285714285
glass_identification,naive_bayes,f1,andrey--jodar,v13,0.4974912165129556
glass_identification,naive_bayes,acc,andrey--jodar,v13,0.5476190476190477
glass_identification,decision_tree,f1,andrey--jodar,v13,0.6401028922768054
glass_identification,decision_tree,acc,andrey--jodar,v13,0.7380952380952381
glass_identification,knn,f1,andrey--jodar,v13,0.3274813274813274
glass_identification,knn,acc,andrey--jodar,v13,0.5238095238095238
spambase,perceptron,f1,arthur--heiji,v13,0.8844152026454233
spambase,perceptron,acc,arthur--heiji,v13,0.8880434782608696
spambase,svm,f1,arthur--heiji,v13,0.936297856976819
spambase,svm,acc,arthur--heiji,v13,0.9391304347826088
spambase,naive_bayes,f1,arthur--heiji,v13,0.8095375548171029
spambase,naive_bayes,acc,arthur--heiji,v13,0.8097826086956522
spambase,decision_tree,f1,arthur--heiji,v13,0.9235234783169706
spambase,decision_tree,acc,arthur--heiji,v13,0.9271739130434784
spambase,knn,f1,arthur--heiji,v13,0.9000863877576206
spambase,knn,acc,arthur--heiji,v13,0.9043478260869564
wine_quality_red,perceptron,f1,arthur-hydeki,v13,0.8044136735095582
wine_quality_red,svm,acc,arthur-hydeki,v13,0.8954242571217397
wine_quality_red,svm,f1,arthur-hydeki,v13,0.9011319534131322
wine_quality_red,naive_bayes,acc,arthur-hydeki,v13,0.8603582101875258
wine_quality_red,naive_bayes,f1,arthur-hydeki,v13,0.9556459363170868
wine_quality_red,knn,acc,arthur-hydeki,v13,0.861139411979808
wine_quality_red,knn,f1,arthur-hydeki,v13,0.8112038569133387
wine_quality_red,decision_tree,acc,arthur-hydeki,v13,0.7198914866392733
wine_quality_red,decision_tree,f1,arthur-hydeki,v13,0.7640936333043605
insurance,logistic_regression,acc,arthur-protazio,v13,0.8283582089552238
insurance,logistic_regression,f1,arthur-protazio,v13,0.8226531713537306
insurance,decision_tree,acc,arthur-protazio,v13,0.8395522388059702
insurance,decision_tree,f1,arthur-protazio,v13,0.8395963558716164
insurance,random_forest,acc,arthur-protazio,v13,0.8880597014925373
insurance,random_forest,f1,arthur-protazio,v13,0.8870723492924987
insurance,knn,acc,arthur-protazio,v13,0.7985074626865671
insurance,knn,f1,arthur-protazio,v13,0.7961033424063779
insurance,svm,acc,arthur-protazio,v13,0.8805970149253731
insurance,svm,f1,arthur-protazio,v13,0.8793460443447502
column_2c,perceptron,f1,eduardo-barbeiro,v13,0.5987301587301587
column_2c,perceptron,acc,eduardo-barbeiro,v13,0.7580645161290323
column_2c,svm,f1,eduardo-barbeiro,v13,0.4902356902356903
column_2c,svm,acc,eduardo-barbeiro,v13,0.6774193548387096
column_2c,naive_bayes,f1,eduardo-barbeiro,v13,0.7583157583157583
column_2c,naive_bayes,acc,eduardo-barbeiro,v13,0.8064516129032258
column_2c,decision_tree,f1,eduardo-barbeiro,v13,0.7822906618896698
column_2c,decision_tree,acc,eduardo-barbeiro,v13,0.8387096774193549
column_2c,knn,f1,eduardo-barbeiro,v13,0.7739491691104594
column_2c,knn,acc,eduardo-barbeiro,v13,0.8225806451612904
Automobile,perceptron,acc,eduardo-cavazin,v13,0.5483870967741935
Automobile,svm,f1,eduardo-cavazin,v13,0.2619047619047619
Automobile,svm,acc,eduardo-cavazin,v13,0.5161290322580645
Automobile,naive_bayes,f1,eduardo-cavazin,v13,0.4676190476190475
Automobile,naive_bayes,acc,eduardo-cavazin,v13,0.4838709677419355
Automobile,decision_tree,f1,eduardo-cavazin,v13,0.6906060606060607
Automobile,decision_tree,acc,eduardo-cavazin,v13,0.6774193548387096
Automobile,knn,f1,eduardo-cavazin,v13,0.4536651583710407
Automobile,knn,acc,eduardo-cavazin,v13,0.5806451612903226
accelerator-mobile,perceptron,f1,gregory--soares,v13,0.498
accelerator-mobile,perceptron,acc,gregory--soares,v13,0.984
accelerator-mobile,svm,f1,gregory--soares,v13,0.828
accelerator-mobile,svm,acc,gregory--soares,v13,0.99
accelerator-mobile,naive_bayes,f1,gregory--soares,v13,0.496
accelerator-mobile,naive_bayes,acc,gregory--soares,v13,0.984
accelerator-mobile,decision_tree,f1,gregory--soares,v13,0.925
accelerator-mobile,decision_tree,acc,gregory--soares,v13,0.996
accelerator-mobile,knn,f1,gregory--soares,v13,0.831
accelerator-mobile,knn,acc,gregory--soares,v13,0.99
iris,perceptron,acc,gustavo--cruz-v2,v13,0.9
iris,perceptron,f1,gustavo--cruz-v2,v13,0.4736842105263157
iris,svm,acc,gustavo--cruz-v2,v13,1.0
iris,svm,f1,gustavo--cruz-v2,v13,1.0
iris,naive_bayes,acc,gustavo--cruz-v2,v13,0.9666666666666668
iris,naive_bayes,f1,gustavo--cruz-v2,v13,0.6470588235294118
iris,decision_tree,acc,gustavo--cruz-v2,v13,0.8333333333333334
iris,decision_tree,f1,gustavo--cruz-v2,v13,0.4545454545454545
iris,knn,acc,gustavo--cruz-v2,v13,0.9666666666666668
iris,knn,f1,gustavo--cruz-v2,v13,0.9663299663299664
garments-workers,perceptron,acc,isaque--cruz,v13,0.7669683257918553
garments-workers,perceptron,f1,isaque--cruz,v13,0.5497601740592395
garments-workers,svm,acc,isaque--cruz,v13,0.748868778280543
garments-workers,svm,f1,isaque--cruz,v13,0.4758501330085574
garments-workers,naive_bayes,acc,isaque--cruz,v13,0.7805429864253394
garments-workers,naive_bayes,f1,isaque--cruz,v13,0.6419378815590576
garments-workers,decision_tree,acc,isaque--cruz,v13,0.7895927601809954
garments-workers,decision_tree,f1,isaque--cruz,v13,0.7211318629878631
garments-workers,knn,acc,isaque--cruz,v13,0.8122171945701357
garments-workers,knn,f1,isaque--cruz,v13,0.7449438592832065
wine,perceptron,acc,larissa-v2,v13,0.9722222222222222
wine,perceptron,f1,larissa-v2,v13,0.974320987654321
wine,svm,acc,larissa-v2,v13,1.0
wine,svm,f1,larissa-v2,v13,1.0
wine,naive_bayes,acc,larissa-v2,v13,1.0
wine,naive_bayes,f1,larissa-v2,v13,1.0
wine,knn,acc,larissa-v2,v13,1.0
wine,knn,f1,larissa-v2,v13,1.0
wine,decision_tree,acc,larissa-v2,v13,0.9444444444444444
wine,decision_tree,f1,larissa-v2,v13,0.944469435697506
tic_tac_toe,perceptron,f1,leandro-menoni,v13,0.32
tic_tac_toe,perceptron,acc,leandro-menoni,v13,0.38
tic_tac_toe,svm,f1,leandro-menoni,v13,0.44
tic_tac_toe,svm,acc,leandro-menoni,v13,0.67
tic_tac_toe,naive_bayes,f1,leandro-menoni,v13,0.59
tic_tac_toe,naive_bayes,acc,leandro-menoni,v13,0.72
tic_tac_toe,decision_tree,f1,leandro-menoni,v13,0.93
tic_tac_toe,decision_tree,acc,leandro-menoni,v13,0.93
tic_tac_toe,knn,f1,leandro-menoni,v13,0.83
tic_tac_toe,knn,acc,leandro-menoni,v13,0.86
wine-white,decision_tree,acc,lucas-v2,v13,0.7783452502553626
wine-white,decision_tree,f1,lucas-v2,v13,0.7467072043876122
wine-white,knn,acc,lucas-v2,v13,0.7681307456588355
wine-white,knn,f1,lucas-v2,v13,0.7238576649183563
wine-white,naive_bayes,acc,lucas-v2,v13,0.6976506639427987
wine-white,naive_bayes,f1,lucas-v2,v13,0.6518759850843809
wine-white,perceptron,acc,lucas-v2,v13,0.7211440245148111
wine-white,perceptron,f1,lucas-v2,v13,0.6978179832371727
wine-white,svm,acc,lucas-v2,v13,0.7313585291113381
wine-white,svm,f1,lucas-v2,v13,0.6313018997882124
data.csv,perceptron,acc,luiz-miguel-silva,v13,0.6825
data.csv,perceptron,f1,luiz-miguel-silva,v13,0.601980999844562
data.csv,svm,acc,luiz-miguel-silva,v13,0.7425
data.csv,svm,f1,luiz-miguel-silva,v13,0.6286637012325086
data.csv,naive_bayes,acc,luiz-miguel-silva,v13,0.6525
data.csv,naive_bayes,f1,luiz-miguel-silva,v13,0.5455736029571646
data.csv,knn,acc,luiz-miguel-silva,v13,0.66
data.csv,knn,f1,luiz-miguel-silva,v13,0.5683539528899023
data.csv,decision_tree,acc,luiz-miguel-silva,v13,0.65
data.csv,decision_tree,f1,luiz-miguel-silva,v13,0.5938214938214939
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v13,0.9642857142857144
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v13,0.9646709283857356
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v13,0.9571428571428572
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v13,0.9573446961202065
breast-cancer-wisconsin.csv,naive_bayes,acc,mateus--raskoski,v13,0.9428571428571428
breast-cancer-wisconsin.csv,naive_bayes,f1,mateus--raskoski,v13,0.9433650793650794
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v13,0.9571428571428572
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v13,0.9571428571428572
breast-cancer-wisconsin.csv,decision_tree,acc,mateus--raskoski,v13,0.9357142857142856
breast-cancer-wisconsin.csv,decision_tree,f1,mateus--raskoski,v13,0.9358700113474492
iris,perceptron,acc,pablo-v2,v13,0.8666666666666667
iris,perceptron,f1,pablo-v2,v13,0.8680770553835568
iris,svm,acc,pablo-v2,v13,0.9666666666666668
iris,svm,f1,pablo-v2,v13,0.9665831244778612
iris,naive_bayes,acc,pablo-v2,v13,0.9333333333333332
iris,naive_bayes,f1,pablo-v2,v13,0.9326599326599326
iris,knn,acc,pablo-v2,v13,0.9666666666666668
iris,knn,f1,pablo-v2,v13,0.9665831244778612
iris,decision_tree,acc,pablo-v2,v13,0.9333333333333332
iris,decision_tree,f1,pablo-v2,v13,0.9326599326599326
bank,perceptron,acc,rafael-leonardo,v13,0.835207477192354
bank,perceptron,f1,rafael-leonardo,v13,0.5258271309499739
bank,svm,acc,rafael-leonardo,v13,0.6008193823804925
bank,svm,f1,rafael-leonardo,v13,0.5035736975438544
bank,naive_bayes,acc,rafael-leonardo,v13,0.6011786741198508
bank,naive_bayes,f1,rafael-leonardo,v13,0.6456748135670844
bank,knn,acc,rafael-leonardo,v13,0.6706142524894946
bank,knn,f1,rafael-leonardo,v13,0.6202492500443948
bank,decision_tree,acc,rafael-leonardo,v13,0.760647873857265
bank,decision_tree,f1,rafael-leonardo,v13,0.5903354960577576
Rice,perceptron,acc,rafael-scarpelli,v13,1.0
Rice,perceptron,f1,rafael-scarpelli,v13,1.0
Rice,svm,acc,rafael-scarpelli,v13,0.9666666666666668
Rice,svm,f1,rafael-scarpelli,v13,0.9665831244778612
Rice,naive_bayes,acc,rafael-scarpelli,v13,0.9
Rice,naive_bayes,f1,rafael-scarpelli,v13,0.8976982097186701
Rice,knn,acc,rafael-scarpelli,v13,0.9666666666666668
Rice,knn,f1,rafael-scarpelli,v13,0.9665831244778612
Rice,decision_tree,acc,rafael-scarpelli,v13,0.8333333333333334
Rice,decision_tree,f1,rafael-scarpelli,v13,0.8294970161977835
Mushroom,perceptron,acc,renato-augusto-v2,v13,0.993498817966903
Mushroom,svm,f1,renato-augusto-v2,v13,0.9831560283687942
Mushroom,svm,acc,renato-augusto-v2,v13,0.9831560283687942
Mushroom,naive_bayes,f1,renato-augusto-v2,v13,0.6613475177304965
Mushroom,naive_bayes,acc,renato-augusto-v2,v13,0.6613475177304965
Mushroom,decision_tree,f1,renato-augusto-v2,v13,1.0
Mushroom,decision_tree,acc,renato-augusto-v2,v13,1.0
Mushroom,knn,f1,renato-augusto-v2,v13,1.0
Mushroom,knn,acc,renato-augusto-v2,v13,1.0
car.csv,perceptron,f1,romulo-jordao,v13,0.7597307118081663
car.csv,perceptron,acc,romulo-jordao,v13,0.9072463768115944
car.csv,svm,f1,romulo-jordao,v13,0.9157932546884452
car.csv,svm,acc,romulo-jordao,v13,0.9710144927536232
car.csv,naive_bayes,f1,romulo-jordao,v13,0.7413763701215861
car.csv,naive_bayes,acc,romulo-jordao,v13,0.8144927536231884
car.csv,knn,f1,romulo-jordao,v13,0.4776903839403839
car.csv,knn,acc,romulo-jordao,v13,0.8347826086956521
car.csv,decision_tree,f1,romulo-jordao,v13,0.957403485287466
car.csv,decision_tree,acc,romulo-jordao,v13,0.9768115942028984
mushroom,perceptron,f1,thalles--barros,v13,0.915929114871048
mushroom,svm,acc,thalles--barros,v13,0.999384236453202
mushroom,svm,f1,thalles--barros,v13,0.9993147930856546
mushroom,naive_bayes,acc,thalles--barros,v13,0.8713054187192119
mushroom,naive_bayes,f1,thalles--barros,v13,0.8572859969011414
mushroom,decision_tree,acc,thalles--barros,v13,1.0
mushroom,decision_tree,f1,thalles--barros,v13,1.0
mushroom,knn,acc,thalles--barros,v13,0.999384236453202
mushroom,knn,f1,thalles--barros,v13,0.9993147930856546
agaricus-lepiota,perceptron,f1,vitor--garcia,v13,0.948908962590062
agaricus-lepiota,perceptron,acc,vitor--garcia,v13,0.9512411347517732
agaricus-lepiota,svm,f1,vitor--garcia,v13,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v13,1.0
agaricus-lepiota,naive_bayes,f1,vitor--garcia,v13,0.587466829965299
agaricus-lepiota,naive_bayes,acc,vitor--garcia,v13,0.6950354609929078
agaricus-lepiota,decision_tree,f1,vitor--garcia,v13,1.0
agaricus-lepiota,decision_tree,acc,vitor--garcia,v13,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v13,0.9990688267464658
agaricus-lepiota,knn,acc,vitor--garcia,v13,0.999113475177305
Car Evaluation,perceptron,f1,vitor-oliveira,v13,0.782608695652174
Car Evaluation,svm,acc,vitor-oliveira,v13,0.8815028901734104
Car Evaluation,svm,f1,vitor-oliveira,v13,0.75
Car Evaluation,naive_bayes,acc,vitor-oliveira,v13,0.7716763005780347
Car Evaluation,naive_bayes,f1,vitor-oliveira,v13,0.6301369863013699
Car Evaluation,decision_tree,acc,vitor-oliveira,v13,0.9826589595375722
Car Evaluation,decision_tree,f1,vitor-oliveira,v13,0.9746835443037974
Car Evaluation,knn,acc,vitor-oliveira,v13,0.9190751445086706
Car Evaluation,knn,f1,vitor-oliveira,v13,0.9183673469387756
bank,perceptron,f1,ana--beatriz,v14,0.5944976076555024
bank,perceptron,acc,ana--beatriz,v14,0.8871681415929203
bank,svm,f1,ana--beatriz,v14,0.4679223072395527
bank,svm,acc,ana--beatriz,v14,0.879424778761062
bank,naive_bayes,f1,ana--beatriz,v14,0.6818460031827641
bank,naive_bayes,acc,ana--beatriz,v14,0.8473451327433629
bank,decision_tree,f1,ana--beatriz,v14,0.7259275611873961
bank,decision_tree,acc,ana--beatriz,v14,0.8860619469026548
bank,knn,f1,ana--beatriz,v14,0.5077688971860841
bank,knn,acc,ana--beatriz,v14,0.8761061946902655
glass_identification,perceptron,acc,andrey--jodar,v14,0.5238095238095238
glass_identification,svm,f1,andrey--jodar,v14,0.2175925925925926
glass_identification,svm,acc,andrey--jodar,v14,0.4285714285714285
glass_identification,naive_bayes,f1,andrey--jodar,v14,0.4481481481481482
glass_identification,naive_bayes,acc,andrey--jodar,v14,0.5238095238095238
glass_identification,decision_tree,f1,andrey--jodar,v14,0.5697971781305115
glass_identification,decision_tree,acc,andrey--jodar,v14,0.6666666666666666
glass_identification,knn,f1,andrey--jodar,v14,0.4108858858858858
glass_identification,knn,acc,andrey--jodar,v14,0.6190476190476191
spambase,perceptron,f1,arthur--heiji,v14,0.8877538570747235
spambase,perceptron,acc,arthur--heiji,v14,0.8923913043478261
spambase,svm,f1,arthur--heiji,v14,0.926984126984127
spambase,svm,acc,arthur--heiji,v14,0.9304347826086956
spambase,naive_bayes,f1,arthur--heiji,v14,0.8060781750317361
spambase,naive_bayes,acc,arthur--heiji,v14,0.8065217391304348
spambase,decision_tree,f1,arthur--heiji,v14,0.910923092964712
spambase,decision_tree,acc,arthur--heiji,v14,0.915217391304348
spambase,knn,f1,arthur--heiji,v14,0.8983098420126405
spambase,knn,acc,arthur--heiji,v14,0.9032608695652172
wine_quality_red,perceptron,f1,arthur-hydeki,v14,0.7336442461450132
wine_quality_red,svm,acc,arthur-hydeki,v14,0.9428829743411516
wine_quality_red,svm,f1,arthur-hydeki,v14,0.879416249831472
wine_quality_red,naive_bayes,acc,arthur-hydeki,v14,0.8433862135465777
wine_quality_red,naive_bayes,f1,arthur-hydeki,v14,0.8579421008031055
wine_quality_red,knn,acc,arthur-hydeki,v14,0.9740953282435448
wine_quality_red,knn,f1,arthur-hydeki,v14,0.8252796243688036
wine_quality_red,decision_tree,acc,arthur-hydeki,v14,0.8551975496261942
wine_quality_red,decision_tree,f1,arthur-hydeki,v14,0.6652089383591465
insurance,logistic_regression,acc,arthur-protazio,v14,0.8880597014925373
insurance,logistic_regression,f1,arthur-protazio,v14,0.8864556499452672
insurance,decision_tree,acc,arthur-protazio,v14,0.8544776119402985
insurance,decision_tree,f1,arthur-protazio,v14,0.855160932545246
insurance,random_forest,acc,arthur-protazio,v14,0.9328358208955224
insurance,random_forest,f1,arthur-protazio,v14,0.9325101532394868
insurance,knn,acc,arthur-protazio,v14,0.8582089552238806
insurance,knn,f1,arthur-protazio,v14,0.8576231397126919
insurance,svm,acc,arthur-protazio,v14,0.9402985074626866
insurance,svm,f1,arthur-protazio,v14,0.9398839030445704
column_2c,perceptron,f1,eduardo-barbeiro,v14,0.5005446623093682
column_2c,perceptron,acc,eduardo-barbeiro,v14,0.5645161290322581
column_2c,svm,f1,eduardo-barbeiro,v14,0.4977954144620811
column_2c,svm,acc,eduardo-barbeiro,v14,0.6612903225806451
column_2c,naive_bayes,f1,eduardo-barbeiro,v14,0.7861246612466125
column_2c,naive_bayes,acc,eduardo-barbeiro,v14,0.8064516129032258
column_2c,decision_tree,f1,eduardo-barbeiro,v14,0.767475747941632
column_2c,decision_tree,acc,eduardo-barbeiro,v14,0.7903225806451613
column_2c,knn,f1,eduardo-barbeiro,v14,0.7640760441292356
column_2c,knn,acc,eduardo-barbeiro,v14,0.7741935483870968
Automobile,perceptron,acc,eduardo-cavazin,v14,0.4193548387096774
Automobile,svm,f1,eduardo-cavazin,v14,0.1772549019607843
Automobile,svm,acc,eduardo-cavazin,v14,0.3548387096774194
Automobile,naive_bayes,f1,eduardo-cavazin,v14,0.4557142857142857
Automobile,naive_bayes,acc,eduardo-cavazin,v14,0.4516129032258064
Automobile,decision_tree,f1,eduardo-cavazin,v14,0.6302936829252619
Automobile,decision_tree,acc,eduardo-cavazin,v14,0.7096774193548387
Automobile,knn,f1,eduardo-cavazin,v14,0.287037037037037
Automobile,knn,acc,eduardo-cavazin,v14,0.3548387096774194
accelerator-mobile,perceptron,f1,gregory--soares,v14,0.495
accelerator-mobile,perceptron,acc,gregory--soares,v14,0.981
accelerator-mobile,svm,f1,gregory--soares,v14,0.815
accelerator-mobile,svm,acc,gregory--soares,v14,0.988
accelerator-mobile,naive_bayes,f1,gregory--soares,v14,0.495
accelerator-mobile,naive_bayes,acc,gregory--soares,v14,0.981
accelerator-mobile,decision_tree,f1,gregory--soares,v14,0.911
accelerator-mobile,decision_tree,acc,gregory--soares,v14,0.993
accelerator-mobile,knn,f1,gregory--soares,v14,0.844
accelerator-mobile,knn,acc,gregory--soares,v14,0.988
iris,perceptron,acc,gustavo--cruz-v2,v14,0.9333333333333332
iris,perceptron,f1,gustavo--cruz-v2,v14,0.9282296650717704
iris,svm,acc,gustavo--cruz-v2,v14,0.5
iris,svm,f1,gustavo--cruz-v2,v14,0.3333333333333333
iris,naive_bayes,acc,gustavo--cruz-v2,v14,1.0
iris,naive_bayes,f1,gustavo--cruz-v2,v14,1.0
iris,decision_tree,acc,gustavo--cruz-v2,v14,0.9666666666666668
iris,decision_tree,f1,gustavo--cruz-v2,v14,0.6444444444444445
iris,knn,acc,gustavo--cruz-v2,v14,0.8333333333333334
iris,knn,f1,gustavo--cruz-v2,v14,0.4545454545454545
garments-workers,perceptron,acc,isaque--cruz,v14,0.7601809954751131
